Score,Review
40,"Myeondong Kyoja is located of a side street in Seoul’s major shopping street, there in fact 2 outlets not far from each other. It’s an unpretentious place serving just a few items made by hand and very well, they must be doing something right as they have been around for over 40 years. We had their famous Kalguksu noodle soup and the Mandu dumplings which were delicious, the other items are bibim guksu (spicy noodles) and kongguksu noodles (in cold soy bean soup) Highly recommended for an affordable and authentic Korean meal."
40,"Small restaurant . The food is delicious and served hot. The pork dumplings is really good, a must order..."
40,Worth to try. Noodle is very famous and they have nice Kimich too. Add one dumpling it would be better.
50,"THIS PLACE IS LIT.  I had to come back for their noodle soup with dumplings, it is absolutely amazing. The experience itself is fun and worth a trip to this eatery.  I recommend coming for lunch, service is fast and they don't serve alcohol (water only)."
40,"Ordered the soup noodle, dumplings & cold noodle. You'll have to pay as soon as you place your ordered, and the food came very fast. Soup noodle was good, thick broth and smooth noodle. Dumpling was & cold noodle was good too BUT their kimchi was the worst i've ever tasted, i visited many restaurants and their kimchi was good! But NOT this one!"
50,"Nearby our hotel, fast service and good food. I absolutely suggest you this little but delicious place"
30,It was a holiday and was told by concierge that I would wait in line a long time but ended up only being about 5min. You pay as soon as you order. Food comes out fast. Was good but nothing memorable IMO. This is off of eating at best ramen places in Tokyo for a couple days so maybe the comparison was just off
50,"While the menu only has a couple of items the food is simply amazing. A must visit for some superb soup and delectable dumplings, all served in generous portions for a decent price. Will be returning!"
50,"The Kyoza is excellent! Super thin wrap and fresh ingredients, Service is super fast. The restaurant is always pact so best not to go during lunch hours."
50,"This is just the best soup. The broth is ridiculously delicious. Also the dumplings are fantastic. Cheap, fast, reliable. Endorsed."
50,"A work colleague and I were looking for a good place to eat after a few beers. It took us a few minutes to find this place but we were so glad that we did. We were seated immediately and were presented with menus. If you like dumplings and wonton soup you will be very happy because that is what we wanted, and that’s what was on the menu. This is a very limited menu, but it was exactly what we were looking for. The only drawback that I could note was that they did not serve beer. Have a few before you show up and you should be fine. They are very good at what they do here. Visit and you will not be disappointed."
50,arrived here right at lunch time. dumplings were great. the noodle was great too. really like their kimchi though. staffs were nice and friendly.
40,"It was not anything fancy, but the food was good and the price was reasonable! Its a place with a lot of people, and really populare among locals."
40,"This is a great Korean restaurant, good food, top service, foreigner friendly. Try the Korean soups...I highly recommend them"
40,What can I say? Bomb dot com. The dumplings were quite strong. The chop noodles though were out of this world. Very busy and bustling place in the middle of myeongdong. Go during off times and you won't be disappointed. Ps. No drinks available for purchase.
50,"We visited this place 2 years ago. When we came again for lunch, we found that nothing was changed. The foods were still delicious. The kids liked it so much. Two thumbs up for Myeongdong Kyoja."
50,"A tremendous eatery where there are literally four dishes to choose from and have been doing so since 1966 - see attached photograph!  -16c outside in January, I highly recommend trying the homemade sauce in the little silver dish - I won’t spoil it, just try it  This restaurant is in Myeongeong and it was a fantastic experience having the opportunity to be taken down memory lane, reminiscing of the times when Mrs MoylanChung’s own Mother used to bring her here as a child.. Just awesome!"
