,Unnamed: 0.1,index,Unnamed: 0,북촌한옥마을부정단어리뷰,index.1,단어,번역
228,228,62,815,"The visit to Bukchon was one of the more enjoyable aspects of my 5 day trip.  If you are yearning for a respite from the city and all that shopping, it's worth visiting Bukchon.  Recommended that you wear very comfortable walking shoes as there's lots of walking to do (think up hill and down hill as the roads are very steep), bring a bottle of water and a camera!  The place is very scenic with lots of traditional Hanok houses/roofs!  Did not spend much time walking around as it was summer and the sun was scorching hot! Took a rest at a cafe but would love to come back in the winter!",228,much,북촌 방문은 5일 간의 여행 중 가장 즐거웠던 것 중 하나였습니다. 도시에서 벗어나 쇼핑을 즐기고 싶다면 북촌을 방문할 가치가 있습니다. 걸어야 할 일이 많기 때문에 매우 편안한 운동화를 착용하는 것이 좋습니다(도로가 매우 가파르기 때문에 오르막과 내리막을 생각하십시오). 물 한 병과 카메라를 가져오세요! 장소는 전통 한옥/지붕이 많이 있어 매우 경치가 좋습니다! 여름이라 햇볕이 따가울 정도로 걸어다니는데 시간이 많이 걸리지 않았어요! 카페에서 쉬다가 겨울에 또 오고 싶어요!
229,229,63,816,"We went here looking for a specific restaurant, so we did not explore too much. It was hot and the place is hilly, but it's a unique neighborhood in a modernized city. Tourist information people hand out maps if you are hopelessly lost (which is easy to do) and it's imperative to keep quiet as it's a residential area, but it was a nice stroll.",229,much,우리는 특정 레스토랑을 찾기 위해 여기에 갔으므로 너무 많이 탐험하지 않았습니다. 덥고 언덕이 많은 곳이지만 현대화 된 도시에서 독특한 동네입니다. 길을 잃으면 관광안내소에서 지도를 나눠주고(쉽게 할 수 있음) 주거지역이라 조용히 하는 것이 필수지만 좋은 산책이었습니다.
230,230,64,817,"Took some time to find the village. From the route that we took, we have to get up a flight of stone steps before locating the village.  The traditional houses are very beautiful. Especially when you can find rows and rows of it. They had inhabited houses, so we took care not to make too much noise. A lot of the houses we found are unique and we took some great shots.  However, the area is filled with tourists. If there had been less tourists, I think it would have been a more relaxed stroll in the village.",230,much,마을을 찾는 데 시간이 걸렸습니다. 우리가 갔던 길에서 우리는 마을을 찾기 전에 돌계단을 올라야 합니다. 전통 가옥은 매우 아름답습니다. 특히 행과 행을 찾을 수 있을 때. 그들은 사람이 사는 집이 있어서 너무 시끄럽지 않도록 주의했습니다. 우리가 찾은 많은 집들은 독특했고 우리는 멋진 사진을 찍었습니다. 그러나이 지역은 관광객으로 가득합니다. 관광객이 적었다면 좀 더 여유롭게 마을을 산책할 수 있었을 것 같아요.
231,231,65,820,"I went there on a Friday afternoon. I didn’t read up much on this place before I go so I was expecting it to be a fully developed tourist location. However, most of it is a local living neighborhood. It is nice to walk around this neighborhood slowly, as it got a lot of traditional houses and the view are stunning.",231,much,나는 금요일 오후에 거기에 갔다. 나는 가기 전에 이곳에 대해 많이 읽지 않았기 때문에 완전히 개발 된 관광지가 될 것으로 기대했습니다. 그러나 대부분이 지역 거주 지역입니다. 이 동네는 전통 가옥이 많고 전망이 끝내주는 곳이라 천천히 산책하는 것도 좋다.
232,232,66,826,"A place that is good for evening walk and taking photographs. Not much to see here, only traditional/modern houses.  Make sure you grab the map at Bukchon tourist information so you know how to explore it right. Bukchon is a big area, get lost among the alleys and enjoy the view! But if you go here during the winter, make sure you wear something to keep you warm.  There're a lot of local restaurants nearby, make sure you try one of these ;)",232,much,저녁 산책과 사진 찍기에 좋은 곳. 여기에서는 볼 것이 많지 않고 전통/현대 가옥만 있습니다. 북촌 관광안내소에서 지도를 꼭 챙기고 제대로 탐색할 수 있도록 하세요. 북촌은 넓은 지역으로 골목길을 헤매고 경치를 즐겨보세요! 하지만 겨울에 이곳에 간다면 따뜻하게 입을 수 있는 옷을 꼭 챙기세요. 주변에 맛집이 많으니 꼭 한번 가보세요 ;)
233,233,67,833,This is really not much more than a pleasant walk. Make sure you get a local map from the local tourist guides - you can't miss them dressed in all red.,233,much,이것은 정말로 즐거운 산책에 지나지 않습니다. 현지 관광 가이드로부터 현지 지도를 받으십시오. 빨간색 옷을 입은 가이드를 놓칠 수 없습니다.
234,234,68,836,"Although it did make for a good walk around to explore, I always all that amazed by the hanoks themselves. Lots were new, and some were still being constructed. I didn't feel very much like I was ""back in history"" like many others claim. Different experience for everyone I guess, just not a great one for me.",234,much,"둘러보기에 좋은 산책길이었지만 나는 항상 한옥 자체에 놀랐습니다. 많은 것이 새 것이고 일부는 여전히 건설 중이었습니다. 나는 다른 많은 사람들이 주장하는 것처럼 내가 ""역사 속으로"" 돌아간 것처럼 느껴지지 않았습니다. 사람마다 경험이 다르겠지만 나에게는 그다지 좋은 경험이 아닙니다."
235,235,69,854,This would be a good place to visit if you want to see the traditional houses of Korea. Most of these houses have people living in them so we had to make sure not to make too much noise while we were visiting the place. There was a couple of houses where they actually allowed you to go in and take pictures but I guess it's all up to the owners. There are museums and workshops inside too but we didn't manage to visit them all as we didn't have enough time. Would definitely come and explore more again if I had the time.,235,much,한국의 전통 가옥을 보고 싶다면 이곳을 방문하면 좋을 것입니다. 대부분의 집에는 사람이 살고 있어 방문하는 동안 너무 큰 소음을 내지 않도록 해야 했습니다. 실제로 들어가 사진을 찍을 수 있도록 허락한 집이 몇 채 있었지만 모두 주인의 몫이라고 생각합니다. 내부에는 박물관과 워크샵도 있지만 시간이 충분하지 않아 모두 둘러보지는 못했습니다. 시간이 있다면 확실히 와서 더 많이 탐험 할 것입니다.
236,236,70,871,"I read some of the reviews wondering what people expected to see and why they were so negative. Bukchon is a gem: it is extraordinary in a city where anything built per-1980 is ""old"". Several hundred single storey houses in a tight little area in a city where real estate prices are sky high and the pressure to develop is intense is a testament to a combination of good fortune and enlightened government. A stroll through Bukchon is delightful and there is always the opportunity to dive into a gallery or coffee shop if the slight climb to the top Is too much effort. It is no wonder that film crews are regularly found preparing their scenes for Seoul-based soaps.  I imagine many reviewers go on package tours. That is a mistake in Seoul - everything is so accessible and the delight is coming across little lanes almost by accident. So it is with Bukchon. All you have to do is walk between the palaces (less than a kilometre) and you are then in the midst of a wonderful example of modernity embracing a piece of history.",236,much,"나는 사람들이 무엇을 기대하고 왜 그렇게 부정적인지 궁금해하는 리뷰를 읽었습니다. 북촌은 보석입니다. 1980년대에 지어진 모든 것이 ""오래된"" 도시에서 이례적인 일입니다. 부동산 가격이 하늘 높이 치솟고 개발 압력이 가중되는 도시의 좁은 지역에 수백 채의 단층 주택이 있다는 것은 행운과 계몽된 정부가 결합된 증거입니다. 북촌을 산책하는 것은 즐겁습니다. 정상에 약간 오르내리는 것이 너무 힘들면 갤러리나 커피숍에 잠수할 수 있는 기회가 항상 있습니다. 영화 제작진이 서울에 기반을 둔 비누를 위해 장면을 준비하는 것을 정기적으로 발견하는 것은 놀라운 일이 아닙니다. 많은 리뷰어들이 패키지 여행을 하는 것 같아요. 그것은 서울의 실수입니다. 모든 것이 쉽게 접근할 수 있고 기쁨은 거의 우연히 작은 차선을 가로질러 옵니다. 북촌도 마찬가지입니다. 당신이해야 할 일은 궁전 사이를 걷는 것입니다 (1 킬로미터 미만). 그러면 당신은 역사의 한 조각을 포용하는 현대성의 훌륭한 예의 한가운데에 있습니다."
237,237,71,873,"Bukcheon is supposed to be Seoul's old historic quarter and while it still does have a few quaint Korean-style houses (hanog) to see (which, incidentally, are much prettier than traditional homes in, say, Japan), the folks here have been very inconsistent at keeping their historic archictecture, if they ever tried to at all, so the hanog, even in this most historic part of town, come interspersed with thoroughly modern functional buildings -nothing even close to the solidly historic neighbourhoods of many European cities. One of the hanog I saw sported a mass of barbed wire all over the garden wall, which was not exactly a pleasure to look at. Still, it is a precious piece of heritage as all the other historic architecture (the very small amount left of it) in Seoul are either religious or military/government buildings, not civilian ones, so this is both special and something ordinary people can more easilly relate to. It is possible to stay in a hanog bed and breakfast in Bukchon and this would be something I would definitely go for. I only had dinner in a hanog restaurant here and it was a great experience, although of course you need to be able to be comfortable sitting on the floor.",237,much,"북천은 서울의 오래된 역사 지구여야 하며, 여전히 볼 만한 고풍스러운 한국식 가옥(한옥)이 몇 개 있지만(이는 일본의 전통 가옥보다 훨씬 더 아름답습니다), 여기 사람들은 역사적인 건축물을 유지하는 데 매우 일관성이 없었기 때문에 도시의 가장 역사적인 부분에서도 한옥은 철저하게 현대적인 기능적 건물로 산재되어 있습니다. 내가 본 한옥 중 하나는 정원 벽 전체에 철조망이 쳐져 있었는데 보기에 그다지 즐겁지 않았습니다. 그래도 서울의 다른 모든 역사적 건축물(극소량 남아 있음)은 민간 건물이 아닌 종교 건물이나 군/정부 건물이기 때문에 특별하고 평범한 사람들이 더 많이 할 수 있는 귀중한 유산입니다. 쉽게 관련이 있습니다. 북촌에서 한옥 민박에 숙박하는 것이 가능하며 꼭 가고 싶은 곳입니다. 나는 여기 한옥 레스토랑에서만 저녁을 먹었고 좋은 경험이었습니다. 물론 바닥에 편안하게 앉을 수 있어야합니다."
